AlertID,ClaimID,PolicyID,DetectionDate,FraudType,ModelScore,InvestigationStatus,Outcome
12000333,8032156,5020343,2021-12-04,Inflated Repair,0.829,InProgress,Inconclusive
12000334,8035448,5000531,2021-04-25,Provider Collusion,0.327,Open,NotConfirmed
12000335,8000492,5006727,2026-02-11,Staged Accident,0.241,Closed,Inconclusive
12000336,8011800,5028798,2025-06-12,Duplicate Claim,0.557,InProgress,Inconclusive
12000337,8001607,5016895,2024-02-05,Staged Accident,0.836,Open,Confirmed
12000338,8008887,5000688,2020-08-28,Provider Collusion,0.418,Open,Inconclusive
12000339,8024389,5022702,2024-06-01,Duplicate Claim,0.19,Open,NotConfirmed
12000340,8016860,5018883,2022-04-09,Staged Accident,0.389,InProgress,Inconclusive
12000341,8034471,5015079,2021-07-01,Staged Accident,0.383,InProgress,Confirmed
12000342,8033389,5011649,2022-06-25,Identity Theft,0.132,Open,Inconclusive
12000343,8008381,5005609,2023-01-10,Identity Theft,0.707,Closed,NotConfirmed
12000344,8007963,5025444,2023-10-20,Staged Accident,0.39,InProgress,Confirmed
12000345,8034133,5026499,2022-12-16,Staged Accident,0.433,InProgress,NotConfirmed
12000346,8041990,5029207,2025-06-05,Staged Accident,0.506,Open,Inconclusive
12000347,8000968,5018067,2021-02-17,Duplicate Claim,0.62,Open,NotConfirmed
12000348,8034330,5006268,2023-05-10,Staged Accident,0.432,Open,Inconclusive
12000349,8029914,5015417,2023-09-19,Inflated Repair,0.671,Open,NotConfirmed
12000350,8044592,5023765,2024-09-11,Upcoding,0.672,InProgress,NotConfirmed
12000351,8000030,5024824,2024-04-10,Staged Accident,0.611,Closed,Inconclusive
12000352,8044420,5009634,2022-07-11,Identity Theft,0.765,Open,Confirmed
12000353,8001017,5017489,2020-11-02,Provider Collusion,0.947,Open,NotConfirmed
12000354,8025871,5005388,2021-05-15,Provider Collusion,0.823,Closed,Confirmed
12000355,8031755,5015892,2025-02-26,Provider Collusion,0.253,Open,NotConfirmed
12000356,8033656,5023211,2024-09-22,Duplicate Claim,0.463,Closed,Confirmed
12000357,8007738,5021754,2024-11-25,Staged Accident,0.298,InProgress,Inconclusive
12000358,8026656,5020188,2025-03-23,Upcoding,0.736,InProgress,NotConfirmed
12000359,8009408,5019869,2022-05-07,Staged Accident,0.344,Open,NotConfirmed
12000360,8034131,5022992,2021-02-14,Duplicate Claim,0.616,InProgress,Inconclusive
12000361,8021356,5000706,2023-07-31,Inflated Repair,0.25,Open,Inconclusive
12000362,8040383,5001974,2024-06-18,Identity Theft,0.824,InProgress,Inconclusive
12000363,8031314,5024537,2020-12-09,Upcoding,0.156,Open,NotConfirmed
12000364,8029381,5008289,2025-04-06,Staged Accident,0.234,Open,Inconclusive
12000365,8008383,5022887,2025-12-25,Inflated Repair,0.427,Open,NotConfirmed
12000366,8043997,5013130,2023-02-11,Identity Theft,0.546,InProgress,Confirmed
12000367,8028922,5001352,2021-05-24,Upcoding,0.432,Open,Confirmed
12000368,8022384,5019888,2024-01-06,Staged Accident,0.347,Closed,Confirmed
12000369,8011433,5022169,2025-04-26,Staged Accident,0.969,Closed,NotConfirmed
12000370,8022147,5010593,2025-04-19,Inflated Repair,0.544,InProgress,NotConfirmed
12000371,8023428,5008841,2024-04-30,Identity Theft,0.266,Closed,NotConfirmed
12000372,8022799,5020637,2024-05-07,Upcoding,0.652,InProgress,NotConfirmed
12000373,8010341,5003908,2024-08-26,Provider Collusion,0.792,Open,Inconclusive
12000374,8005199,5011141,2023-12-30,Provider Collusion,0.455,InProgress,NotConfirmed
12000375,8036014,5019826,2022-08-11,Staged Accident,0.868,InProgress,NotConfirmed
12000376,8038345,5016746,2026-03-16,Inflated Repair,0.386,InProgress,Confirmed
12000377,8023331,5019611,2022-08-14,Inflated Repair,0.697,Closed,NotConfirmed
12000378,8037023,5025709,2022-05-24,Inflated Repair,0.353,InProgress,Confirmed
12000379,8042025,5021293,2020-06-12,Inflated Repair,0.149,InProgress,Inconclusive
12000380,8023142,5025005,2022-09-24,Upcoding,0.525,Open,Confirmed
12000381,8042328,5022060,2021-09-11,Staged Accident,0.158,Open,Confirmed
12000382,8041515,5016952,2023-11-01,Upcoding,0.183,Open,NotConfirmed
12000383,8019983,5009834,2020-09-12,Duplicate Claim,0.698,InProgress,NotConfirmed
12000384,8017075,5009938,2022-06-05,Identity Theft,0.796,Open,Inconclusive
12000385,8005999,5028148,2024-06-16,Inflated Repair,0.31,InProgress,Confirmed
12000386,8016811,5006420,2021-09-17,Inflated Repair,0.808,Open,NotConfirmed
12000387,8021153,5024208,2025-02-06,Duplicate Claim,0.61,InProgress,Inconclusive
12000388,8028159,5019330,2022-07-25,Inflated Repair,0.256,InProgress,Inconclusive
12000389,8035703,5013036,2021-01-18,Identity Theft,0.104,InProgress,Confirmed
12000390,8029061,5025236,2023-10-01,Inflated Repair,0.481,Open,NotConfirmed
12000391,8037899,5015900,2021-06-16,Duplicate Claim,0.172,Open,NotConfirmed
12000392,8023913,5027902,2024-09-29,Inflated Repair,0.624,Closed,Confirmed
12000393,8035266,5017771,2023-11-10,Staged Accident,0.788,Open,Inconclusive
12000394,8006820,5020549,2022-12-18,Staged Accident,0.92,Open,Inconclusive
12000395,8041659,5025075,2023-12-11,Inflated Repair,0.943,Closed,Inconclusive
12000396,8013995,5024651,2023-02-28,Identity Theft,0.128,Closed,Inconclusive
12000397,8042569,5000392,2022-04-22,Inflated Repair,0.901,Open,Confirmed
12000398,8020963,5004729,2021-02-01,Inflated Repair,0.761,Open,Confirmed
12000399,8028249,5027873,2021-10-02,Duplicate Claim,0.612,Closed,Confirmed
12000400,8005426,5010908,2024-05-24,Inflated Repair,0.344,Open,Confirmed
12000401,8020481,5022805,2025-05-18,Upcoding,0.185,InProgress,NotConfirmed
12000402,8004943,5016531,2024-08-29,Provider Collusion,0.298,Open,NotConfirmed
12000403,8029297,5023933,2020-10-03,Inflated Repair,0.471,Closed,NotConfirmed
12000404,8020546,5027445,2022-01-28,Provider Collusion,0.423,Open,NotConfirmed
12000405,8038962,5025723,2020-07-18,Upcoding,0.392,Closed,Inconclusive
12000406,8021198,5028176,2022-07-08,Duplicate Claim,0.395,InProgress,Confirmed
12000407,8032103,5007340,2024-02-20,Duplicate Claim,0.668,Closed,Confirmed
12000408,8015639,5008699,2025-11-26,Duplicate Claim,0.579,Open,Confirmed
12000409,8027549,5024029,2022-07-14,Staged Accident,0.575,InProgress,Confirmed
12000410,8016560,5003631,2022-02-15,Staged Accident,0.578,InProgress,NotConfirmed
12000411,8010210,5012963,2021-11-10,Duplicate Claim,0.949,Open,NotConfirmed
12000412,8033623,5018115,2022-03-14,Staged Accident,0.45,Open,NotConfirmed
12000413,8010422,5010242,2021-02-02,Provider Collusion,0.157,Open,NotConfirmed
12000414,8004588,5007986,2021-02-13,Upcoding,0.614,InProgress,NotConfirmed
12000415,8016145,5013145,2023-07-31,Provider Collusion,0.521,InProgress,Confirmed
12000416,8032429,5000740,2021-10-26,Duplicate Claim,0.555,Open,Confirmed
12000417,8035488,5000328,2023-06-05,Staged Accident,0.423,Open,Confirmed
12000418,8007189,5005465,2024-12-04,Provider Collusion,0.604,Open,Inconclusive
12000419,8021594,5008927,2022-06-07,Upcoding,0.294,Closed,NotConfirmed
12000420,8015699,5015769,2021-04-18,Inflated Repair,0.834,InProgress,NotConfirmed
12000421,8016683,5016181,2023-11-16,Staged Accident,0.679,InProgress,NotConfirmed
12000422,8039664,5015423,2024-02-02,Provider Collusion,0.533,Open,NotConfirmed
12000423,8027066,5008698,2025-09-19,Duplicate Claim,0.347,InProgress,Inconclusive
12000424,8010836,5011317,2023-12-31,Identity Theft,0.397,Open,NotConfirmed
12000425,8017619,5014517,2021-05-18,Upcoding,0.659,InProgress,Confirmed
12000426,8034605,5026028,2024-12-08,Duplicate Claim,0.377,InProgress,Confirmed
12000427,8008523,5018734,2024-08-09,Identity Theft,0.152,InProgress,Inconclusive
12000428,8020692,5011651,2024-06-03,Duplicate Claim,0.717,Open,NotConfirmed
12000429,8014166,5000352,2024-09-12,Inflated Repair,0.691,InProgress,Inconclusive
12000430,8015124,5028275,2023-05-13,Inflated Repair,0.597,Open,Inconclusive
12000431,8035123,5000775,2025-09-10,Staged Accident,0.939,Open,Inconclusive
12000432,8038524,5004569,2022-01-11,Staged Accident,0.947,InProgress,NotConfirmed
12000433,8023190,5008618,2024-03-25,Staged Accident,0.267,InProgress,Confirmed
12000434,8003413,5029913,2023-01-01,Identity Theft,0.384,Open,Inconclusive
12000435,8032431,5021471,2022-10-26,Inflated Repair,0.115,Open,Confirmed
12000436,8006042,5001023,2021-02-19,Staged Accident,0.562,Open,NotConfirmed
12000437,8005427,5009631,2025-06-03,Inflated Repair,0.271,InProgress,NotConfirmed
12000438,8014827,5018910,2022-09-28,Staged Accident,0.85,InProgress,Confirmed
12000439,8041180,5016857,2024-08-09,Staged Accident,0.982,Open,NotConfirmed
12000440,8022851,5008024,2020-12-21,Provider Collusion,0.47,Open,Inconclusive
12000441,8012331,5020432,2024-02-22,Provider Collusion,0.547,Open,Confirmed
12000442,8023027,5024261,2023-04-20,Staged Accident,0.911,Closed,NotConfirmed
12000443,8032315,5003079,2022-05-30,Identity Theft,0.493,Closed,Confirmed
12000444,8040313,5006250,2024-12-24,Inflated Repair,0.403,Closed,NotConfirmed
12000445,8033389,5011649,2022-07-02,Upcoding,0.335,InProgress,NotConfirmed
12000446,8026370,5022315,2025-03-16,Inflated Repair,0.761,InProgress,NotConfirmed
12000447,8005603,5026987,2020-10-06,Provider Collusion,0.321,Open,NotConfirmed
12000448,8023757,5018472,2023-08-15,Provider Collusion,0.422,Closed,Confirmed
12000449,8038389,5003165,2021-03-02,Upcoding,0.358,InProgress,Inconclusive
12000450,8044066,5001719,2026-02-20,Staged Accident,0.749,InProgress,Inconclusive
12000451,8027260,5019867,2025-05-21,Staged Accident,0.58,Open,Confirmed
12000452,8009328,5008394,2022-08-04,Duplicate Claim,0.398,Open,NotConfirmed
12000453,8013644,5029399,2024-06-29,Upcoding,0.924,InProgress,NotConfirmed
12000454,8036977,5012606,2022-11-25,Provider Collusion,0.377,Open,Inconclusive
12000455,8042374,5023454,2025-07-23,Staged Accident,0.943,InProgress,Confirmed
12000456,8023431,5027334,2021-11-15,Inflated Repair,0.825,Open,Inconclusive
12000457,8011329,5016945,2021-05-15,Upcoding,0.469,Open,Confirmed
12000458,8042326,5020032,2025-07-27,Staged Accident,0.131,Closed,Confirmed
12000459,8029586,5025570,2024-12-19,Staged Accident,0.278,InProgress,Inconclusive
12000460,8004336,5003523,2023-03-07,Identity Theft,0.246,InProgress,NotConfirmed
12000461,8002376,5021664,2021-08-12,Staged Accident,0.987,InProgress,NotConfirmed
12000462,8035965,5006535,2021-05-30,Staged Accident,0.95,Open,NotConfirmed
12000463,8039568,5014990,2021-06-13,Provider Collusion,0.784,InProgress,Confirmed
12000464,8041741,5024652,2026-02-18,Duplicate Claim,0.393,Open,NotConfirmed
12000465,8039134,5006738,2022-06-07,Identity Theft,0.457,Open,NotConfirmed
12000466,8004217,5024285,2026-01-01,Duplicate Claim,0.942,InProgress,NotConfirmed
12000467,8034292,5023148,2020-09-11,Staged Accident,0.739,InProgress,NotConfirmed
12000468,8039438,5018499,2025-06-22,Upcoding,0.314,Open,Confirmed
12000469,8026830,5029016,2022-02-07,Upcoding,0.428,Open,Confirmed
12000470,8034357,5025449,2025-11-18,Inflated Repair,0.382,InProgress,NotConfirmed
12000471,8044268,5005212,2023-05-02,Staged Accident,0.163,Open,Confirmed
12000472,8009724,5016046,2022-02-25,Provider Collusion,0.295,Open,NotConfirmed
12000473,8001751,5003736,2026-05-14,Staged Accident,0.204,Open,Confirmed
12000474,8020480,5009792,2024-04-18,Inflated Repair,0.916,Closed,NotConfirmed
12000475,8004249,5012757,2025-11-01,Staged Accident,0.931,InProgress,Inconclusive
12000476,8013272,5008843,2023-10-11,Provider Collusion,0.384,Open,NotConfirmed
12000477,8019977,5027517,2022-01-04,Inflated Repair,0.845,Open,NotConfirmed
12000478,8022946,5005834,2025-08-03,Staged Accident,0.448,Open,Inconclusive
12000479,8006088,5025885,2021-11-30,Staged Accident,0.956,Open,Confirmed
12000480,8001447,5017180,2025-06-24,Inflated Repair,0.75,Open,Inconclusive
12000481,8039764,5013366,2024-09-28,Staged Accident,0.655,Open,NotConfirmed
12000482,8017706,5016046,2022-06-21,Identity Theft,0.672,Open,Inconclusive
12000483,8015937,5001042,2023-11-06,Upcoding,0.132,Open,NotConfirmed
12000484,8035006,5015584,2025-04-06,Duplicate Claim,0.975,InProgress,Confirmed
12000485,8014683,5021339,2021-04-29,Upcoding,0.434,InProgress,Confirmed
12000486,8007363,5008923,2021-12-26,Provider Collusion,0.76,InProgress,Confirmed
12000487,8035245,5000740,2022-01-08,Inflated Repair,0.979,InProgress,Confirmed
12000488,8038878,5007450,2023-07-01,Inflated Repair,0.571,Closed,Confirmed
12000489,8023138,5014291,2021-01-13,Provider Collusion,0.93,InProgress,Confirmed
12000490,8021757,5021300,2024-02-17,Inflated Repair,0.164,Closed,Confirmed
12000491,8024209,5016618,2020-07-31,Provider Collusion,0.481,InProgress,NotConfirmed
12000492,8015524,5019452,2023-09-24,Inflated Repair,0.956,Closed,Confirmed
12000493,8003876,5026695,2025-02-17,Inflated Repair,0.128,InProgress,Inconclusive
12000494,8015772,5012330,2024-01-24,Inflated Repair,0.936,InProgress,Confirmed
12000495,8004605,5007987,2025-02-15,Provider Collusion,0.522,Open,Confirmed
12000496,8017025,5015565,2020-06-28,Provider Collusion,0.932,InProgress,NotConfirmed
12000497,8003149,5007747,2022-05-29,Identity Theft,0.119,Open,Inconclusive
12000498,8037948,5000599,2023-10-24,Inflated Repair,0.983,Closed,Confirmed
12000499,8034935,5020920,2024-05-13,Duplicate Claim,0.184,Open,NotConfirmed
12000500,8010639,5009515,2026-04-27,Duplicate Claim,0.258,Closed,Confirmed
12000501,8011754,5021517,2020-12-11,Duplicate Claim,0.628,InProgress,NotConfirmed
12000502,8012658,5024583,2022-09-15,Inflated Repair,0.804,Open,NotConfirmed
12000503,8002100,5004827,2024-04-11,Inflated Repair,0.376,InProgress,Inconclusive
12000504,8007953,5014356,2022-10-20,Upcoding,0.526,Open,NotConfirmed
12000505,8002848,5013916,2023-01-31,Provider Collusion,0.731,Open,NotConfirmed
12000506,8015190,5022421,2024-07-06,Staged Accident,0.491,InProgress,NotConfirmed
12000507,8024573,5012871,2024-07-04,Identity Theft,0.853,Open,Confirmed
12000508,8044337,5023967,2022-02-21,Duplicate Claim,0.212,Closed,Confirmed
12000509,8042853,5004280,2023-12-22,Inflated Repair,0.944,Open,Inconclusive
12000510,8019802,5004599,2021-03-22,Inflated Repair,0.77,Closed,Confirmed
12000511,8022968,5013628,2024-04-19,Inflated Repair,0.857,InProgress,NotConfirmed
12000512,8021667,5001315,2024-09-24,Inflated Repair,0.483,Open,Confirmed
12000513,8011509,5001679,2025-03-21,Staged Accident,0.19,InProgress,NotConfirmed
12000514,8018624,5019157,2021-03-13,Inflated Repair,0.757,InProgress,Inconclusive
12000515,8031738,5024833,2025-06-18,Provider Collusion,0.726,Open,Confirmed
12000516,8007567,5023165,2022-05-17,Provider Collusion,0.59,Open,Confirmed
12000517,8007888,5015229,2021-08-06,Staged Accident,0.252,InProgress,NotConfirmed
12000518,8014272,5003334,2021-02-02,Staged Accident,0.28,InProgress,Confirmed
12000519,8002208,5022808,2024-06-14,Duplicate Claim,0.639,Open,NotConfirmed
12000520,8040956,5015335,2026-07-29,Duplicate Claim,0.35,Closed,NotConfirmed
12000521,8040565,5010153,2024-08-29,Duplicate Claim,0.847,InProgress,NotConfirmed
12000522,8036030,5017391,2024-08-03,Staged Accident,0.456,Closed,Confirmed
12000523,8042783,5018170,2020-03-13,Staged Accident,0.953,Closed,Confirmed
12000524,8028369,5021834,2023-04-26,Duplicate Claim,0.201,Open,Confirmed
12000525,8018919,5017328,2024-05-12,Staged Accident,0.37,InProgress,NotConfirmed
12000526,8032715,5022351,2026-03-19,Inflated Repair,0.325,InProgress,Confirmed
12000527,8014574,5028232,2020-12-06,Inflated Repair,0.675,Open,NotConfirmed
12000528,8029165,5011531,2025-05-18,Staged Accident,0.433,Closed,Inconclusive
12000529,8021961,5001674,2022-05-18,Inflated Repair,0.165,Closed,NotConfirmed
12000530,8023880,5021561,2021-03-09,Duplicate Claim,0.91,Open,Confirmed
12000531,8021069,5001998,2020-12-06,Staged Accident,0.93,Open,Confirmed
12000532,8026105,5011111,2025-06-04,Upcoding,0.836,Open,Inconclusive
12000533,8023020,5004792,2024-02-08,Provider Collusion,0.563,Open,NotConfirmed
12000534,8036685,5006517,2024-08-28,Duplicate Claim,0.36,Open,NotConfirmed
12000535,8025597,5025517,2023-09-22,Duplicate Claim,0.981,InProgress,NotConfirmed
12000536,8019140,5021265,2022-06-06,Upcoding,0.773,Open,Confirmed
12000537,8019033,5008585,2023-10-23,Upcoding,0.862,Open,Confirmed
12000538,8018904,5021127,2026-04-16,Duplicate Claim,0.841,Closed,Inconclusive
12000539,8023004,5017356,2023-02-20,Inflated Repair,0.706,InProgress,NotConfirmed
12000540,8013916,5026442,2020-10-29,Staged Accident,0.94,InProgress,Inconclusive
12000541,8035980,5014725,2025-09-02,Inflated Repair,0.405,InProgress,NotConfirmed
12000542,8026401,5007627,2021-08-01,Inflated Repair,0.828,Open,Inconclusive
12000543,8029121,5001381,2024-02-14,Upcoding,0.445,InProgress,Confirmed
12000544,8040418,5022287,2021-04-28,Identity Theft,0.239,Open,NotConfirmed
12000545,8001961,5003701,2022-11-26,Provider Collusion,0.274,InProgress,Confirmed
12000546,8031287,5022798,2021-06-03,Staged Accident,0.562,InProgress,NotConfirmed
12000547,8043057,5009234,2023-09-08,Inflated Repair,0.748,Open,NotConfirmed
12000548,8006318,5003557,2024-02-24,Inflated Repair,0.161,InProgress,Confirmed
12000549,8034161,5028184,2023-03-23,Inflated Repair,0.938,InProgress,Confirmed
12000550,8014607,5028752,2021-08-26,Inflated Repair,0.603,Closed,Confirmed
12000551,8011474,5009327,2021-10-24,Inflated Repair,0.527,Closed,Inconclusive
12000552,8000372,5003850,2025-08-24,Inflated Repair,0.282,Open,Confirmed
12000553,8038400,5007989,2024-04-24,Identity Theft,0.176,Open,Inconclusive
12000554,8028763,5026238,2025-02-10,Inflated Repair,0.639,InProgress,Inconclusive
12000555,8029229,5028856,2023-01-27,Inflated Repair,0.564,InProgress,Confirmed
12000556,8016757,5009332,2022-05-08,Inflated Repair,0.77,Open,Confirmed
12000557,8026590,5028535,2023-07-21,Inflated Repair,0.981,InProgress,Confirmed
12000558,8035872,5024339,2023-11-04,Inflated Repair,0.131,Open,NotConfirmed
12000559,8018038,5018358,2023-11-15,Provider Collusion,0.171,Closed,NotConfirmed
12000560,8017930,5007149,2021-08-22,Duplicate Claim,0.275,InProgress,NotConfirmed
12000561,8031658,5001560,2022-09-11,Identity Theft,0.655,Open,Confirmed
12000562,8003278,5004464,2023-11-23,Inflated Repair,0.544,InProgress,Confirmed
12000563,8019602,5001841,2026-02-25,Provider Collusion,0.152,Closed,Inconclusive
12000564,8004607,5026986,2024-10-09,Provider Collusion,0.66,Open,Inconclusive
12000565,8021383,5018262,2021-06-21,Provider Collusion,0.117,InProgress,Confirmed
12000566,8024391,5014034,2022-12-09,Identity Theft,0.604,Open,Confirmed
12000567,8017555,5010106,2022-05-04,Upcoding,0.671,Open,Inconclusive
12000568,8009293,5020568,2020-11-01,Duplicate Claim,0.199,InProgress,Confirmed
12000569,8009325,5003464,2022-11-18,Duplicate Claim,0.389,Closed,NotConfirmed
12000570,8017766,5025372,2024-08-02,Identity Theft,0.563,Open,Confirmed
12000571,8020111,5013627,2023-08-23,Staged Accident,0.954,InProgress,Confirmed
12000572,8019530,5020575,2022-05-25,Duplicate Claim,0.452,InProgress,Inconclusive
12000573,8043693,5005245,2025-07-17,Identity Theft,0.265,Open,Inconclusive
12000574,8043295,5007757,2023-06-13,Identity Theft,0.198,InProgress,Inconclusive
12000575,8027723,5004714,2026-01-24,Inflated Repair,0.579,Open,Confirmed
12000576,8014692,5008147,2021-02-27,Provider Collusion,0.242,Closed,NotConfirmed
12000577,8008510,5002010,2021-12-08,Provider Collusion,0.862,Closed,Confirmed
12000578,8005373,5010332,2022-09-16,Identity Theft,0.682,Closed,NotConfirmed
12000579,8008100,5010439,2022-08-20,Staged Accident,0.212,Open,Confirmed
12000580,8002040,5008938,2022-08-12,Identity Theft,0.377,InProgress,NotConfirmed
12000581,8037867,5014370,2021-04-20,Inflated Repair,0.982,Open,Inconclusive
